id,review,aspects
1892,very easy to read and learn quick to get ayaat,"[{'aspect': 'read', 'polarity': 'Positive'}]"
1893,Good application have been using it more than 4years now,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1894,Masha allah. Very nice app infact the best app i have ever use. Thank you so much,"[{'aspect': 'allah', 'polarity': 'Positive'}, {'aspect': 'app', 'polarity': 'Positive'}]"
1895,This a best app for all Muslims,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1896,"App have persistent notification issue from two months, didn't show notification for daily Ayah.","[{'aspect': 'notification', 'polarity': 'Negative'}]"
1897,A very good apps. I recommend to every muslims to download it,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1898,It is best app to use But can't play verses individually as was in previous updates.. Please do something about it,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1900,Ma sha allah a nice app for muslims reccommended and we need it to be more updated...,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1901,Very useful and nice apps❤️❤️. I love it and strongly recommend.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1902,"Masha Allah this app is incredibly with many amazing feature, the best Quran app I have ever used. I Recommend Brothers and sisters to have this! Jazakallahu khairan.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1903,Some voices are not some what clear so just work on it otherwise excellent app,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1904,It is too much good app . all features of good but this Quran has 16 lines and the feature of hifz I doesn't understand.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'hifz', 'polarity': 'Negative'}]"
1905,"Maa Sha Allah, the app is great But Ali Abdur Rahman Al Hudhaify is not part of the reciter... Kindly add his name to the list of reciters BaarakaLlahu Feekum","[{'aspect': 'app', 'polarity': 'Positive'}]"
1907,I love this Quran app. I just have a request to add mansour al salimi recitation. Plz,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1908,"So good with different lañguage, and the word details is very good, especially for the students,","[{'aspect': 'word details', 'polarity': 'Positive'}]"
1909,Amazing app. I hope they add more qaris to the app such as Treq Muhammad and many other.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1911,One of the best apps👍 I recommend this highly..,"[{'aspect': 'apps👍', 'polarity': 'Positive'}]"
1912,Very good and add free app. It is very convenient to use for all language people,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1913,May Allah accept our all good deeds.,"[{'aspect': 'Allah', 'polarity': 'Positive'}, {'aspect': 'deeds', 'polarity': 'Positive'}]"
1914,"Alliahmdullilai, it was great experiences They are spread the gospel of Allah","[{'aspect': 'gospel', 'polarity': 'Neutral'}]"
1915,Very nice & helpful to learn Quran,"[{'aspect': 'Quran', 'polarity': 'Positive'}]"
1916,Is been wonderful using this app. Is so clear and user friendly.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1917,It helps in knowing some Arabic words jazakum lahu khairan,"[{'aspect': 'Arabic', 'polarity': 'Neutral'}]"
1918,Mashallah it's better for us the Quran learners,"[{'aspect': 'Quran', 'polarity': 'Neutral'}]"
1919,very great fuel apps for Muslim,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1920,Assalam alaikum very good and clear app Jazak Allah,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1921,"It's a great app! I am not a specialist to decide correctness of translation, but i really enjoy using this, because it's easy to access, easy to read! Thank you very much!","[{'aspect': 'app', 'polarity': 'Positive'}]"
1923,"Nice app, very useful and recommended for lear al quran, but indonesian translation for word by word cannot be downloaded","[{'aspect': 'app', 'polarity': 'Positive'}]"
1924,Mashallah zabardast app hai ye to understand meaning and reading Quran Kareem,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1925,"The aap is Amazing, keep up the good work.","[{'aspect': 'aap', 'polarity': 'Positive'}]"
1927,"Maa Shaa Allaahu Laa Quwwata illaa billaahi. This is the app I was looking for, Jazaakumu Allaahu khairan, I really appreciate the word by word function and the many tafaaseer.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1928,Alhamdulillah it's a wonderful app. But downloading audio has become aproblem.,"[{'aspect': 'app', 'polarity': 'Negative'}, {'aspect': 'audio', 'polarity': 'Negative'}]"
1929,Its very good app.very helpful for me bcaz translation very easy to understand for everyone from where I can recite off and on when I want,"[{'aspect': 'translation', 'polarity': 'Positive'}]"
1930,This is the best app so far! JazakAllahu Khair to all theose great people behind this priceless app! The app is so beautiful to read the Quran and benefited from it. 😍🤩🩷💗💗💗🩷🤩😍,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1932,MasyaAllah.. Tabarakallah.Excellent apps and very recommended.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1933,May Allah reward you for your work. This app is the best,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1934,"Alhamdulillah, I got a very very helpful software. By this software anyone could able to understand Quran word by word and many more facilities like tafsir and so on. I highly recommended this software. And I am making dua for the developer.","[{'aspect': 'software', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}, {'aspect': 'tafsir', 'polarity': 'Positive'}]"
1935,Zajhakallah. May Allah give best rewards to the creator and others who helped to improve this app.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1937,I find it really helpful alhamdullah I love this app and I recommend it to every Muslims.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1938,Very user friendly. Good user options.,"[{'aspect': 'options', 'polarity': 'Positive'}]"
1939,Alhamdulillah! This app is very helpful. Thank you very much 😊,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1940,This is the very best app! Both in user experience and functionality,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1941,May Allah bless you for all your efforts and skills. Nice applications and very helpful especially for me,"[{'aspect': 'applications', 'polarity': 'Positive'}]"
1942,This is very beautiful app for Muslim. Thank you Muslim Bangla.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1943,Subhanallah. This is indeed a great App. It has many useful features and functionality.,"[{'aspect': 'features', 'polarity': 'Positive'}]"
1944,may Allah reward the developers of this app. best quran app so far,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'quran', 'polarity': 'Positive'}]"
1945,Best Quran app! Easy to read and handle and has no ads. As a revert I love love love this app. Allahumma barik 🤲🏻,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'ads', 'polarity': 'Positive'}]"
1946,This app is Masha'Allah so good for quranic tafseer and it is also helpful for arabic students. جزاک اللہ خیرا,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1947,Good. Audio takes some time to load. It can be improved.,"[{'aspect': 'Audio', 'polarity': 'Negative'}]"
1948,"The best quran app i have ever seen. I particulary love the Tafseer, Dictionary & the Tajweed in it. May the Almighty reward U people","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'Tafseer', 'polarity': 'Positive'}, {'aspect': 'Dictionary', 'polarity': 'Positive'}, {'aspect': 'Tajweed', 'polarity': 'Positive'}]"
1949,This is by far the best Quran app I have ever seen on Google Play store!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1950,It is a very good App very nice,"[{'aspect': 'App', 'polarity': 'Positive'}]"
1952,The application is very good it make me to understand more,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1953,"I Love this app. I appreciate the developers. Allah give them best rewards. I recommend all download this app and read, listen and get deep dictionary information about quran","[{'aspect': 'app', 'polarity': 'Positive'}]"
1954,U are the best keep moving forward may allah reward you from from Nigeria,"[{'aspect': 'may allah', 'polarity': 'Positive'}]"
1955,It's useful MashAllah. It could be better if offline accesses could be more,"[{'aspect': 'offline', 'polarity': 'Negative'}]"
1956,Its eazy to read it and also easy to find page number.,"[{'aspect': 'read', 'polarity': 'Negative'}]"
1957,Islamic best app. Md.A.H 01306****41🔥🔥,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1958,Best app. But I read in Shu'bah narration. I am not used to in Hafs. So if Shu'bah narration was added here it would be more easy people like us.,"[{'aspect': 'app', 'polarity': 'Negative'}]"
1959,I like this app very much.it's so helpful for salat time.Thanks for App of Ramadan team.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1960,May the Almighty Allah bless those that take their time and money to put this app together in abundant. To me its something i cant describe how much i so much love the app..,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1961,This ia the best Quran app as I think.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1962,"Masaallah ,very sincere effort.","[{'aspect': 'effort', 'polarity': 'Positive'}]"
1964,"Great app, only issue it shows downloading in in notification centre even when nothing is being downloaded. Apart from this, great work team!!","[{'aspect': 'notification', 'polarity': 'Negative'}]"
1965,May Allah he pleased with u all....,"[{'aspect': 'Allah', 'polarity': 'Positive'}]"
1966,Very good and Very useful😊. May Allah bless all those souls worked behind this application.,"[{'aspect': 'application', 'polarity': 'Positive'}]"
1967,So far this is the best app among the rest on this big apps store is so amazing and wonderful app. Jazaakumullahu khoir,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1968,This is the best quranic app. I like this app very much. I always try to invite to my friends/relatives for install this app. Jajakallah khair,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1969,Alhamdulillah a pretty good app,"[{'aspect': 'app', 'polarity': 'Neutral'}]"
1970,It's a very good and useful app. May almighty Allah reward the developers abundantly. Aamin!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1971,Can we have more theme options in it ?,"[{'aspect': 'theme', 'polarity': 'Neutral'}]"
1972,Ma sha allah! This app is so much effective and good also.Alhamdulillah!,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1973,I can challenge anyone that this is the best app among all of Quran Apps. The features and options of this app are amazing. Very useful and helpful contents are there in this App.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'features', 'polarity': 'Positive'}, {'aspect': 'options', 'polarity': 'Positive'}, {'aspect': 'contents', 'polarity': 'Positive'}]"
1974,Wonderful app for Qur'an listening and for Reciting,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1975,Totally awesome app 🏆💯✨. It's interface is beautiful and captivating. The recitations are clear and the ayahs are neatly presented. Barakallahu feehi. May Allah bless you all 🤲🏽🤲🏽🤲🏽. I recommend this app to the whole Muslim community 👍🏽👍🏽👍🏽,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'ayahs', 'polarity': 'Positive'}]"
1976,"So many features comparing to other apps, very customisable app","[{'aspect': 'features', 'polarity': 'Positive'}]"
1977,The composition of the is unique as it provides clear understanding of the Deen,"[{'aspect': 'composition', 'polarity': 'Positive'}]"
1978,"Excellent app. za za kallalu khairan. Sukur Alhamdulillah. Great app. Exclusive to read, recite, understand and memorize the Holy Quran. Long live ur endeavour.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1979,Everything I crave for in an Islamic app are all available,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1980,The best Quran app I've ever seen really deserves appreciation seriously 👍 بارك الله فيكم وفي أمثالكم,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1981,"Excellent app, though some features should be improved. Update: The features I had problem with are okay now. Good wishes for the GTAF team. JazakumuAllah Khairan.","[{'aspect': 'app', 'polarity': 'Positive'}]"
1982,"The best app ever... Beautifully designed, translation with all languages, grammer, pronounciations and completely free.. Just lovely. Thanku so much for creating this app. May allah reward with best to the creators of this app.","[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'designed', 'polarity': 'Positive'}, {'aspect': 'allah', 'polarity': 'Positive'}]"
1983,Later.. still need to explore more,"[{'aspect': 'explore', 'polarity': 'Neutral'}]"
1984,Wonderful from all apps I have ever experienced.,"[{'aspect': 'apps', 'polarity': 'Positive'}]"
1985,"A very helpful app with easy to use interface, thank you for making this app!","[{'aspect': 'app', 'polarity': 'Positive'}]"
1986,Best english-arabic Quran app so far with complete feature. A must have for all muslims. May Allah be pleased with the developer and grant him Jannatul ferdaus.,"[{'aspect': 'app', 'polarity': 'Positive'}, {'aspect': 'developer', 'polarity': 'Positive'}]"
1987,"Amazing experience. Thanks a lot! Just a suggestion, kindly add ruku wise view as well.","[{'aspect': 'experience', 'polarity': 'Positive'}]"
1989,Totally useful app for practicing Muslim.,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1990,Very nice app My favourite app,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1991,Alhamdulillah. It is a good application to understand the Quran for all students.,"[{'aspect': 'application', 'polarity': 'Positive'}, {'aspect': 'Quran', 'polarity': 'Positive'}]"
1992,Excellent app may Allah bless you all who worked for it,"[{'aspect': 'app', 'polarity': 'Positive'}]"
1994,"Indeed, it is the best software that I have ever came across on Holy Quran. We are very grateful for your this noble effort. May Allah give you the best reward for this in the Jannah.","[{'aspect': 'software', 'polarity': 'Positive'}]"
