Review Text,translation,Developer Reply Text
"বুকমার্ক মুভ করতে সমস্যা হচ্ছে, উপরে নিচে মুখ করলেও আবার আগের জায়গায় চলে যাচ্ছে। কোন আয়াত বুকমার্ক করলে অনেকক্ষণ পরে বুকমার্কের চিহ্ন আসছে। বুকমার্ক এডিটিং করার পরেও আবার আগের মত কালার এবং নাম চলে আসছে। অনুগ্রহ করে সমাধান করুন ইনশাআল্লাহ 5 স্টার দিব","Having trouble moving the bookmark, it goes back to the previous place even if it is facing up and down. If you bookmark a verse, the bookmark symbol will appear after a long time. Even after editing the bookmark, the color and name are still the same. Please solve it inshallah I will give 5 stars",
"Excellent in translation, explanation and writing","Excellent in translation, explanation and writing",
This is one of the best Quran app I have used so far. It comes with recitations of a lot of renowned Qari and translations. Very easy to use and free.,This is one of the best Quran app I have used so far. It comes with recitations of a lot of renowned Qari and translations. Very easy to use and free.,
Nice app Alhamdulillah,Nice app Alhamdulillah,
التطبيق رائع و سهل الاستخدام,The app is great and easy to use,
Mumtaz.,Mumtaz.,
👍,👍,
Masha Allah it's very detailed and tafsir and translation availabe in various languages,Masha Allah it's very detailed and tafsir and translation availabe in various languages,
برنامج ممتاز جزاكم الله خير الاجزاء,"Excellent program, may God reward you with the best parts",
Good,Good,
Extremely beautiful and most important app of play store,Extremely beautiful and most important app of play store,
Perfect app please don't ever ruin it like others it has features that you can't leve this app ever..💝,Perfect app please don't ever ruin it like others it has features that you can't leve this app ever..💝,
جميل و مجاني,Beautiful and free,
Sangat membantu utk belajar.,Very helpful for learning.,
Mantul dan bermanfaat.,Nice and useful.,
Excellent but Bangla audio can't hear,Excellent but Bangla audio can't hear,
Add recitation of Qari Salim Bahanan.,Add recitation of Qari Salim Bahanan.,
This is one of the best Quran app I have ever come across. May Allah bless us all. Ameen,This is one of the best Quran app I have ever come across. May Allah bless us all. Ameen,
Subhanallah,Glory be to God,
Wonderful and great app,Wonderful and great app,
Alhamdulillah Best App For Muslim ❤️🌸,Alhamdulillah Best App For Muslims ❤️🌸,
"Maa sha Allah,a blessing to humanity","Maa sha Allah,a blessing to humanity",
Ma sha Allah Amazing,Ma sha Allah Amazing,
Una de mis preferidas. ALHANDULILAH,One of my favorites. ALHANDULILAH,
"Allahumma Barik eine schöne App mit vielen Reciter, bei mir spinnt es leider ein wenig, weil die Rezitation immer abbricht, aber ansonsten sehr sehr schön BarakAllah feekum.","Allahumma Barik a nice app with lots of reciters, unfortunately it's a little crazy for me because the recitation always stops, but otherwise very, very nice BarakAllah feekum.",
Very good aap,Very good aap,
"Easy to use, helpful whether in reading the ayat or to look up for word to word translation. We can write our personal notes where we read.","Easy to use, helpful whether in reading the ayat or to look up for word to word translation. We can write our personal notes where we read.",
It soo help full Allahamdlilah 🤍,"It came with full help, thank God 🤍",
Alhamdulillah good,Alhamdulillah good,
nice app,nice app,
تطبيق ممتاز جدا جدا اهم مميزاته بدون اعلانات و سهوله تكبير الخط,"A very, very excellent application. Its most important features are without ads and easy font enlargement",
ماشاءاللہ جزاکم اللہ خیرا,Masha Allah Jazakam Allah Khair,
ممتااااااز جزاكم الله الف خير,"Excellent, may God reward you well",
Saya kasih bintang 5 ...pertahankan jangan ada iklan,I give 5 stars...keep no ads,
I have been enjoying it before but now it's keep showing me app stop and I should wait,I have been enjoying it before but now it's keep showing me app stop and I should wait,
"Very recommended, this is very good. You can always open it anytime even offline. Without any disturbing advertisement","Very recommended, this is very good. You can always open it anytime even offline. Without any disturbing advertisement",
هذا برنامج رائع جزي الله من ساعد فيه خير,"This is a wonderful program, may God reward those who helped with it",
"I am using the app for last couple of years. Best Quran app in the market. Never faced any issue. However, last few weeks the audio is not working. It is asking permission to remove the existing audio. When you allow, it removes the existing and download a new copy, but then again ask permission to remove the newly downloaded file and the loop continues. Hopefully this will be resolved soon.","I am using the app for last couple of years. Best Quran app in the market. Never faced any issue. However, last few weeks the audio is not working. It is asking permission to remove the existing audio. When you allow, it removes the existing and download a new copy, but then again ask permission to remove the newly downloaded file and the loop continues. Hopefully this will be resolved soon.",
Aplikasi yang baik dan sangat berguna untuk sarana berzikir kepada allah SWT,A good application and very useful as a means of remembrance of Allah SWT,
"Alhamdulillah, sy rekomendasikan ke beberapa teman dan beliau juga menyatakan bagus. terimakasih dan barokalloh untuk pembuat program ini.","Thank God, I recommended it to several friends and they also said it was good. Thank you and blessings to the creator of this program.",BarakAllahu feekum for your kind words and support. Pray for us so that Allah may accept our efforts. Visit gtaf.org to check our other apps and share with others in sha Allah!
The recent best App MashaAllah! !,The recent best App MashaAllah! !,
"Excellent travail, Qu'Allah vous récompense. Le Tafsir en français je kif","Excellent work, May Allah reward you. Tafsir in French I love it","Assalamu 'alaykum dear user. We would love to make your experience better in sha Allah. If you are still facing the same issues or have any feature requests, please provide your feedback on feedback.gtaf.org. JazakAllahu khayran."
جميل جدا,Very beautiful,
আলহামদুলিল্লাহ এটি অনেক ভাল অ্যাপ। অ্যাপ টিতে অনেক গুলা কারির তিলওয়াত পাবেন আর তার সাথে পাবেন শব্দের অথ।।,Alhamdulillah this is very good app. In the app you will find many recitations of Gula Karir and along with it you will get the word meaning.,
"one of the best applications for reading quran, while you know there so many fake apps with fake meanings, and wrong surahs but this one is the real deal. Great props to the developers who are running this app. May Allah grant all of you to Paradise.","one of the best applications for reading quran, while you know there so many fake apps with fake meanings, and wrong surahs but this one is the real deal. Great props to the developers who are running this app. May Allah grant all of you to Paradise.",
